Date,User,Tweet,text,tokenize_text,polarity
2014-04-24 02:14:39+00:00,INCIndia,This election has lost a certain decorum that has existed historically among the national parties during elections : #Rahul #Gandhi,this election has lost a certain decorum that has existed historically among the national parties during elections,election lost certain decorum existed historically among national party election,0.10714285714285714
2014-04-24 02:13:28+00:00,INCIndia,"#Rahul #Gandhi on Narendra Modi, referring  to you as ‘shehzada’ (prince) continuously 
Read: http://t.co/ilWF1FAbml http://t.co/KJnaysVMcZ","on narendra modi referring  to you as shehzada prince continuously 
read",narendra modi referring shehzada prince continuously read,0.0
2014-04-24 02:11:43+00:00,INCIndia,"What Modiji wants to call me, the abuses that he wants to hurl at me, has nothing to do with me. That has to do with him : #Rahul #Gandhi",what modiji wants to call me the abuses that he wants to hurl at me has nothing to do with me that has to do with him,modiji want call abuse want hurl nothing,0.0
2014-04-24 02:09:20+00:00,INCIndia,"Tolerance appears to have little place in the thought process of the BJP : #RahulGandhi to The Hindu 
Read: http://t.co/ilWF1FAbml","tolerance appears to have little place in the thought process of the bjp   to the hindu 
read",tolerance appears little place thought process bjp hindu read,-0.1875
2014-04-24 02:05:04+00:00,INCIndia,"'It's a contest of two competing ideas of India' : #RahulGandhi to @TheHindu 
Read Full Interview : http://t.co/ilWF1FAbml","its a contest of two competing ideas of india   to  
read full interview",contest two competing idea india read full interview,0.35
2014-04-23 15:07:19+00:00,INCIndia,#Madhya #Pradesh - A photoshop growth model- The real story of BJP's governance! Watch: https://t.co/u1pKTddHuQ,a photoshop growth model the real story of bjps governance watch,photoshop growth model real story bjps governance watch,0.2
2014-04-23 14:36:12+00:00,INCIndia,How BJP failed the people of Madhya Pradesh- http://t.co/auJsaojAgx http://t.co/NS0bELOpG3,how bjp failed the people of madhya pradesh,bjp failed people madhya pradesh,-0.5
2014-04-23 11:56:31+00:00,INCIndia,"Watch: Priyanka Gandhi Vadra's Statement in Raebareli, Uttar Pradesh Today https://t.co/UIHQq5vnlv
#PriyankaVsBJP",Watch Priyanka Gandhi words statement in Rae Bareli Uttar Pradesh today,Watch Priyanka Gandhi word statement Rae Bareli Uttar Pradesh today,0.0
2014-04-23 11:37:11+00:00,INCIndia,"एक व्यक्ति को सारी शक्ति दे दीजिये। शक्ति किसके हाथ में होनी चाहिये? जनता के हाथ में होनी चाहिये।
#PriyankaVsBJP https://t.co/1mjfxL2WOH",Give power to an individual. Power should be in the hands of the people,Give power individual Power hand people,0.0
2014-04-23 11:08:07+00:00,INCIndia,"Watch LIVE : AICC Press Conference now  
https://t.co/MI6PvP1IFM",watch live  aicc press conference now,watch live aicc press conference,0.13636363636363635
2014-04-23 10:22:38+00:00,INCIndia,कतार का अंतिम व्यक्ति अपने को बेसहारा महसूस ना करें : श्रीमती सोनिया गांधी https://t.co/lxEyogbAf6,The last person in Qatar doesn't feel shy,The last person Qatar feel shy,-0.25
2014-04-23 10:12:38+00:00,INCIndia,"I learnt from Indira ji, that if there is truth in your heart, it forms an armour around you. 
#PriyankaVsBJP https://t.co/oGqwjv2qlF",i learnt from indira ji that if there is truth in your heart it forms an armour around you,learnt indira ji truth heart form armour around,0.0
2014-04-23 09:32:29+00:00,INCIndia,किसकी इज़्ज़त करनी चाहिए ? https://t.co/NrFmia3cob,who should be respected,respected,0.0
2014-04-23 09:30:52+00:00,INCIndia,"We do not want to empower one single person, We want to empower Everyone 
#VoteCongress https://t.co/ii7IoBIOS8",we do not want to empower one single person we want to empower everyone,want empower one single person want empower everyone,-0.07142857142857142
2014-04-23 08:35:22+00:00,INCIndia,"The more they humilate me, the more determined I will be in fighting them 
 https://t.co/9fkV0rG0KM",the more they humilate me the more determined i will be in fighting them,humilate determined fighting,0.0
2014-04-23 08:31:15+00:00,INCIndia,"If you missed #RahulGandhi's interview with ETV yesterday, here is the video link to watch it - https://t.co/H4jHBsy1Xq 
#RGSpeaksToETV",if you missed  interview with etv yesterday here is the video link to watch it,missed interview etv yesterday video link watch,0.0
2014-04-23 08:19:19+00:00,INCIndia,"भाजपा लोगों को गुमराह करने के सारे हथकंडे अपना रही है ! : श्रीमती सोनिया गांधी https://t.co/Gs8S28M1iP
#VoteCongress",Karan's head is being handcuffed by the BJP.,Karan head handcuffed BJP ,0.0
2014-04-23 08:15:24+00:00,INCIndia,"We will continue our focus on empowerment of women and fight for their security, dignity and equality. #VoteCongress https://t.co/V9yXBkizK8",we will continue our focus on empowerment of women and fight for their security dignity and equality,continue focus empowerment woman fight security dignity equality,0.0
2014-04-23 06:31:29+00:00,INCIndia,"अमेठी के विकास का फूल बरसा कर स्वागत करते लोग 
#VoteCongress https://t.co/bSimKJKLrO",They began to welcome the fruits of the development of Amth,They began welcome fruit development Amth,0.8
2014-04-23 06:31:06+00:00,INCIndia,"कांग्रेस पार्टी की जो विचारधारा है, वह मुंबई के DNA में है,मुंबई के दिल में है, आपके दिल में है ! 
#VoteCongress https://t.co/dljlue2h8l","He is in Mumbai's DNA, in Mumbai's party, in your party",He Mumbai DNA Mumbai party party,0.0
2014-04-23 05:19:59+00:00,INCIndia,Thousands of people came out of their homes in Alwar to greet Rahul Gandhi yesterday #RGRoadShow http://t.co/FIazW0ynVi,thousands of people came out of their homes in alwar to greet rahul gandhi yesterday,thousand people came home alwar greet rahul gandhi yesterday,0.0
2014-04-23 05:17:30+00:00,INCIndia,"Alwar showered its affection on Rahul Gandhi, Sachin Pilot and Jitendra Singh at a Jan Sampark yesterday #RGRoadShow http://t.co/LYFku8pude",alwar showered its affection on rahul gandhi sachin pilot and jitendra singh at a jan sampark yesterday,alwar showered affection rahul gandhi sachin pilot jitendra singh jan sampark yesterday,0.0
2014-04-23 05:12:37+00:00,INCIndia,"Rahul Gandhi's Jan Sampark at Alwar, Rajasthan, yesterday #RGRoadShow http://t.co/CiN3bz2Far",rahul gandhis jan sampark at alwar rajasthan yesterday,rahul gandhi jan sampark alwar rajasthan yesterday,0.0
2014-04-23 05:05:28+00:00,INCIndia,Our mission is to nurture leadership in India’s youth by providing quality higher education &amp; creating sports infra https://t.co/7iasDQBGWd,our mission is to nurture leadership in indias youth by providing quality higher education amp creating sports infra,mission nurture leadership india youth providing quality higher education amp creating sport infra,0.25
2014-04-22 18:42:21+00:00,INCIndia,"Watch : Rahul Gandhi's interview with ETV Network today https://t.co/B3gSMzFXLE
#RGSpeaksToETV",watch  rahul gandhis interview with etv network today,watch rahul gandhi interview etv network today,0.0
2014-04-22 16:01:45+00:00,INCIndia,"I sometime get angry, because the potential of this nation is not unleashed, I want that this system should change: #RGSpeaksToETV",i sometimes get angry because the potential of this nation is not unleashed i want that this system should change,sometimes get angry potential nation unleashed want system change,-0.25
2014-04-22 16:00:33+00:00,INCIndia,"Our govt will not be Rahul Gandhi sarkar, it will be the govt of India's people, a govt that will reflect their voice: #RGSpeaksToETV",our govt will not be rahul gandhi sarkar it will be the govt of indias people a govt that will reflect their voice,govt rahul gandhi sarkar govt india people govt reflect voice,0.0
2014-04-22 16:00:11+00:00,INCIndia,"The government won't be called  'Rahul Gandhi Sarkaar', it will be the government of citizens of this country : #RGSpeakstoETV",the government wont be called  rahul gandhi sarkaar it will be the government of citizens of this country,government wont called rahul gandhi sarkaar government citizen country,0.0
2014-04-22 15:59:12+00:00,INCIndia,"If all MPs say that I should become PM, I will accept it. I want a government that will transform India #RGSpeaksToETV",if all mps say that i should become pm i will accept it i want a government that will transform india,mp say become pm accept want government transform india,0.0
2014-04-22 15:58:31+00:00,INCIndia,"Whatever my sister thinks and wants to do, she will do, I don't interfere  #RGSpeaksToETV",whatever my sister thinks and wants to do she will do i don't interfere,whatever sister think want interfere,0.0
2014-04-22 15:57:09+00:00,INCIndia,"I do not attack personally, their thinking and approach is different- they attack : #RGSpeaksToETV",i do not attack personally their thinking and approach is different they attack,attack personally thinking approach different attack,0.0
2014-04-22 15:56:50+00:00,INCIndia,Our mission is to empower 120 crore people. Our aim is not centred around one person: #RGSpeaksToETV,our mission is to empower 120 crore people our aim is not centred around one person,mission empower 120 crore people aim centred around one person,0.0
2014-04-22 15:56:08+00:00,INCIndia,"We think that decentralization will empower people, they think that the power should be given to one single person: #RGSpeakstoETV",we think that decentralization will empower people they think that the power should be given to one single person,think decentralization empower people think power given one single person,-0.07142857142857142
2014-04-22 15:55:45+00:00,INCIndia,This election belongs to 120 crore people. This doesn't belong to one person. It is not about Narendra Modi or Rahul Gandhi #RGSpeaksToETV,this election belongs to 120 crore people this doesnt belong to one person it is not about narendra modi or rahul gandhi,election belongs 120 crore people doesnt belong one person narendra modi rahul gandhi,0.0
2014-04-22 15:55:05+00:00,INCIndia,"They have given 45000 acres of state land to one single person. This is their 20-20 match, not ours : #RGSpeaksToETV",they have given 45000 acres of state land to one single person this is their 2020 match not ours,given 45000 acre state land one single person 2020 match,-0.07142857142857142
2014-04-22 15:54:04+00:00,INCIndia,We got FDI in Retail to stop wastage and benefit the farmers. BJP is against it because their votebank comes in between: #RGSpeaksToETV,we got fdi in retail to stop wastage and benefit the farmers bjp is against it because their votebank comes in between,got fdi retail stop wastage benefit farmer bjp votebank come,0.0
2014-04-22 15:53:45+00:00,INCIndia,We have waived of 70000 crore of farmers :#RGSpeaksToETV,we have waived of 70000 crore of farmers,waived 70000 crore farmer,0.0
2014-04-22 15:53:04+00:00,INCIndia,"We will have police stations for women, provide them access to credit through Mahila Bank. Empowering women is our mission #RGSpeaksToETV",we will have police stations for women provide them access to credit through mahila bank empowering women is our mission,police station woman provide access credit mahila bank empowering woman mission,0.0
2014-04-22 15:52:26+00:00,INCIndia,"To empower the poor, we are getting in Right to Health- free medicines, and Right to Homestead : #RGSpeaksToETV",to empower the poor we are getting in right to health free medicines and right to homestead,empower poor getting right health free medicine right homestead,0.14285714285714285
2014-04-22 15:51:05+00:00,INCIndia,Why don't we make India  into a manufacturing hub. We are boosting investment and creating infrastructure corridors #RGSpeaksToETV,why dont we make india  into a manufacturing hub we are boosting investment and creating infrastructure corridors,dont make india manufacturing hub boosting investment creating infrastructure corridor,0.0
2014-04-22 15:50:11+00:00,INCIndia,We need to connect the farmer to the food processing industry to stop wastage : #RGSpeaksToETV,we need to connect the farmer to the food processing industry to stop wastage,need connect farmer food processing industry stop wastage,0.0
2014-04-22 15:48:17+00:00,INCIndia,We have delisted fruits and vegetables from the APMC list to fight inflation : #RGSpeaksToETV,we have delisted fruits and vegetables from the apmc list to fight inflation,delisted fruit vegetable apmc list fight inflation,0.0
2014-04-22 15:47:47+00:00,INCIndia,BJP manifesto says e-governance will remove corruption. They dont recognise the problem #RGSpeaksToETV,bjp manifesto says egovernance will remove corruption they don't recognize the problem,bjp manifesto say egovernance remove corruption recognize problem,0.0
2014-04-22 15:47:46+00:00,INCIndia,"Gujarat does not have RTI Commissioner, Lokayukta court wants Lokayukta. It only has one single ""Chowkidaar"" : #RGSpeaksToETV",gujarat does not have rti commissioner lokayukta court wants lokayukta it only has one single chowkidaar,gujarat rti commissioner lokayukta court want lokayukta one single chowkidaar,-0.07142857142857142
2014-04-22 15:46:59+00:00,INCIndia,"We have brought 5 Bills, same as we got RTI, same as Lokpal : #RGSpeaksToETV",we have brought 5 bills same as we got rti same as lokpal,brought 5 bill got rti lokpal,0.0
2014-04-22 15:46:18+00:00,INCIndia,"We cannot fight corruption, without Institutional Framework. What are the proposals of the BJP to fight corruption? : #RGSpeaksToETV",we cannot fight corruption without institutional framework what are the proposals of the bjp to fight corruption,cannot fight corruption without institutional framework proposal bjp fight corruption,0.0
2014-04-22 15:45:25+00:00,INCIndia,"There is some anti incumbency too, UPA did a lot of good work, they made 1 or 2 mistakes too : #RGSpeaksToETV",there is some anti incumbency too upa did a lot of good work they made 1 or 2 mistakes too,anti incumbency upa lot good work made 1 2 mistake,0.7
2014-04-22 15:43:57+00:00,INCIndia,"In 2004, the opinion polls predicted 275 seats for NDA, then again in 2009 ,they predicted same, but they were proven untrue:#RGSpeaksToETV",in 2004 the opinion polls predicted 275 seats for nda then again in 2009 they predicted same but they were proven untrue,2004 opinion poll predicted 275 seat nda 2009 predicted proven untrue,0.0
2014-04-22 15:42:39+00:00,INCIndia,"The politics of opposition is the politics of anger, and the politics which makes people fight with each other : #RGSpeaksToETV",the politics of opposition is the politics of anger and the politics which makes people fight with each other,politics opposition politics anger politics make people fight,-0.7
2014-04-22 15:42:38+00:00,INCIndia,"Our politics is the politics of compasssion, our politics is about love : #RGSpeaksToETV",our politics is the politics of compassion our politics is about love,politics politics compassion politics love,0.5
2014-04-22 15:41:29+00:00,INCIndia,"Every election is important, this election is a fight between two ideologies: #RGSpeaksToETV",every election is important this election is a fight between two ideologies,every election important election fight two ideology,0.4
2014-04-22 15:02:40+00:00,INCIndia,"Priyanka Gandhi Vadra's Statement in Raebareli today https://t.co/m2BR4zjZga
#PriyankaVsBJP",Priyanka Gandhi's statement in Ribarelli today,Priyanka Gandhi statement Ribarelli today,0.0
2014-04-22 14:18:54+00:00,INCIndia,"The more they humilate me, the more determined I will be in fighting them 
#PriyankaVsBJP https://t.co/9fkV0rG0KM",the more they humilate me the more determined i will be in fighting them,humilate determined fighting,0.0
2014-04-22 14:10:41+00:00,INCIndia,"I learnt from Indira ji, that if there is truth in your heart, it forms an armour around you. 
#PriyankaVsBJP https://t.co/oGqwjv2qlF",i learnt from indira ji that if there is truth in your heart it forms an armour around you,learnt indira ji truth heart form armour around,0.0
2014-04-22 14:04:01+00:00,INCIndia,जब जब संघर्ष का समय आया सोनिया जी ने आपके लिए संघर्ष किया ! #VoteCongress https://t.co/10Fxegztpd,Whenever in the time of struggle the people who fought for you,Whenever time struggle people fought,0.0
2014-04-22 13:58:39+00:00,INCIndia,"आप से अछा नहीं लगता, कुछ भी मांगना क्यूंकि आपने बहुत दिया है #VoteCongress https://t.co/WCodMWVSyB",You have given yourself too much by asking for anything you don't like,You given much asking anything like,0.2
2014-04-22 13:53:58+00:00,INCIndia,Don't miss to watch Rahul Gandhi's Interview to ETV Network tonight at 9 PM #RGSpeaksToETV http://t.co/JyqkOakAAj,don't miss to watch rahul gandhi's interview to etv network tonight at 9 pm,miss watch rahul gandhi interview etv network tonight 9 pm,0.0
2014-04-22 12:30:56+00:00,INCIndia,"Vote For Unity. 
Vote For Secularism
Vote For Transparency
Vote For Progress 
#VoteForCongress | Stand With The Hand http://t.co/PT8bS4olsH","vote for unity 
vote for secularism
vote for transparency
vote for progress 
  stand with the hand",vote unity vote secularism vote transparency vote progress stand hand,0.0
2014-04-22 12:28:35+00:00,INCIndia,"Vote for your Congress Candidates on April, 24 
See your Candidates Here - http://t.co/OcnqAEEzq5 
#VoteCongress http://t.co/dcZBZG0N17","vote for your congress candidates on april 24 
see your candidates here",vote congress candidate april 24 see candidate,0.0
2014-04-22 12:22:46+00:00,INCIndia,"कांग्रेस पार्टी की जो विचारधारा है, वह मुंबई के DNA में है,मुंबई के दिल में है, आपके दिल में है ! #VoteCongress https://t.co/dljlue2h8l","He is in Mumbai's DNA, in Mumbai's party, in your party",He Mumbai DNA Mumbai party party,0.0
2014-04-22 12:11:51+00:00,INCIndia,"We have provided Rs 70,000 Cr to farmers. Modi ji has given 45000 acres to Adani ji : #RahulGandhi in Durg",we have provided rs 70000 cr to farmers modi ji has given 45000 acres to adani ji   in durg,provided r 70000 cr farmer modi ji given 45000 acre adani ji durg,0.0
2014-04-22 12:09:52+00:00,INCIndia,"We have given you the right, whatever you want to ask, ask, ask about me, ask about PM, ask about DM: #RahulGandhi http://t.co/lAdl2ODVcG",we have given you the right whatever you want to ask ask ask about me ask about pm ask about dm,given right whatever want ask ask ask ask pm ask dm,0.2857142857142857
2014-04-22 12:09:05+00:00,INCIndia,"Modi ji never sees any corruption in Chhattisgarh,I opened their BJP's Manifesto there was nothing in that to fight corruption:#RahulGandhi",modi ji never sees any corruption in chhattisgarhi opened their bjps manifesto there was nothing in that to fight corruption,modi ji never see corruption chhattisgarhi opened bjps manifesto nothing fight corruption,0.0
2014-04-22 12:03:47+00:00,INCIndia,"#RahulGandhi addressing public rally in Durg, Chhattisgarh | LIVE at https://t.co/LXGZacHgM2 http://t.co/yDyO4YcjBu",addressing public rally in durg chhattisgarh  live at,addressing public rally durg chhattisgarh live,0.06818181818181818
2014-04-22 12:01:29+00:00,INCIndia,"We have generated 2 times more electricity, we have built 3 times more roads than NDA : #RahulGandhi http://t.co/28JMYed6yI",we have generated 2 times more electricity we have built 3 times more roads than nda,generated 2 time electricity built 3 time road nda,0.0
2014-04-22 11:59:34+00:00,INCIndia,"We have waived of 70,000 Crore to farmers, but BJP says we are wasting money :#RG LIVE at https://t.co/LXGZacHgM2 http://t.co/x6EZ3sHSh8",we have waived of 70000 crore to farmers but bjp says we are wasting money  live at,waived 70000 crore farmer bjp say wasting money live,0.13636363636363635
2014-04-22 11:57:03+00:00,INCIndia,"Listen to Manmohan Singh ji's speech,You won't ever hear ""Main"", ""Maine"", ""Maine Kiya"" you will only hear ""Hum"" : #RahulGandhi in Durg",listen to manmohan singh jis speechyou wont ever hear main maine maine kiya you will only hear hum   in durg,listen manmohan singh ji speechyou wont ever hear main maine maine kiya hear hum durg,0.16666666666666666
2014-04-22 11:34:00+00:00,INCIndia,"Live at http://t.co/HkouqDs5fN
#Rahul #Gandhi's Public Rally at Bemetara, Durg, Chhattisgarh 
https://t.co/0ofGvjc77k","live at 
  public rally at bemetara durg chhattisgarh",live public rally bemetara durg chhattisgarh,0.06818181818181818
2014-04-22 11:31:38+00:00,INCIndia,Glimpses of Congress-RLD joint rally in Mathura today http://t.co/EcPBWvy8uP,glimpses of congressrld joint rally in mathura today,glimpse congressrld joint rally mathura today,0.0
2014-04-22 11:19:51+00:00,INCIndia,"Don't miss to watch: Smt. #SoniaGandhi 's address at a public rally in Raiganj in West Bengal today
https://t.co/69hnEQ1lkW",dont miss to watch smt  s address at a public rally in raiganj in west bengal today,dont miss watch smt address public rally raiganj west bengal today,0.0
2014-04-22 11:02:20+00:00,INCIndia,"देखें- राहुल गांधी का साक्षात्कार, आज  रात 9 बजे - ई टी वी नेटवर्क पर #RGSpeaksToETV http://t.co/6wEbjQmsRg",Watching Interview with the Donkey tonight at 9 PM ET on The Network,Watching Interview Donkey tonight 9 PM ET The Network,0.0
2014-04-22 10:17:09+00:00,INCIndia,"Let No Barricade Separate Us! 
#VoteCongress https://t.co/WVAHvaHt8B",let no barricade separate us,let barricade separate u,0.0
2014-04-22 10:01:06+00:00,INCIndia,"TDP and BJP created hurdles, #Congress fulfilled the dream of Telangana 
Read - http://t.co/b6QL6XqtpC","tdp and bjp created hurdles  fulfilled the dream of telangana 
read",tdp bjp created hurdle fulfilled dream telangana read,0.0
2014-04-22 09:58:12+00:00,INCIndia,"""For last 60 years you’ve had a dream and this dream will become a reality on June 2nd"":#RahulGandhi in Telangana http://t.co/HtvHWW9sPx",for last 60 years you've had a dream and this dream will become a reality on june 2nd in telangana,last 60 year dream dream become reality june 2nd telangana,0.0
2014-04-22 09:40:02+00:00,INCIndia,No party has done more for farmers than Congress- Read: http://t.co/KZhbwPHsfd  #VoteCongress https://t.co/TaRJrCq5J4,no party has done more for farmers than congress read,party done farmer congress read,0.0
2014-04-22 08:48:47+00:00,INCIndia,"देखें- राहुल गांधी का साक्षात्कार, आज  रात 9 बजे - ई टी वी नेटवर्क पर 
#RGSpeaksToETV http://t.co/fNGGseh7D2",Watching Interview with the Donkey tonight at 9 PM ET on The Network,Watching Interview Donkey tonight 9 PM ET The Network,0.0
2014-04-22 08:43:40+00:00,INCIndia,Snapshots of Rahul Gandhi's road show at Alwar today. Watch his interview on ETV tonight at 9 PM #RGSpeaksToETV http://t.co/QXq5bxPQbg,snapshots of rahul gandhis road show at alwar today watch his interview on etv tonight at 9 pm,snapshot rahul gandhi road show alwar today watch interview etv tonight 9 pm,0.0
2014-04-22 08:09:43+00:00,INCIndia,Erstwhile Left front government and the present TMC government has still not provided for the AIIMS sanctioned here in Raiganj: Smt. Gandhi,erstwhile left front government and the present tmc government has still not provided for the aiims sanctioned here in raiganj smt gandhi,erstwhile left front government present tmc government still provided aiims sanctioned raiganj smt gandhi,0.0
2014-04-22 08:08:28+00:00,INCIndia,The ruling party in West Bengal is more worried about their own personal interests : Smt. #SoniaGandhi,the ruling party in west bengal is more worried about their own personal interests  smt,ruling party west bengal worried personal interest smt,0.0
2014-04-22 08:07:52+00:00,INCIndia,"We have worked for the people of India, for women, for youth, for minorities. We have made laws: Smt. #SoniaGandhi in West BEngal",we have worked for the people of india for women for youth for minorities we have made laws smt  in west bengal,worked people india woman youth minority made law smt west bengal,0.0
2014-04-22 08:06:10+00:00,INCIndia,"Smt. #SoniaGandhi in Raiganj, West Bengal :The oppostion does not believe in the Constitution ethos http://t.co/KrJiB2tUsN",smt  in raiganj west bengal the oppostion does not believe in the constitution ethos,smt raiganj west bengal oppostion believe constitution ethos,0.0
2014-04-22 07:58:53+00:00,INCIndia,"Smt. #Sonia #Gandhi's public rally in Raiganj, West Bengal 
Watch LIVE at http://t.co/HkouqDs5fN 
https://t.co/LdboBHSzL4","smt   public rally in raiganj west bengal 
watch live at",smt public rally raiganj west bengal watch live,0.06818181818181818
2014-04-22 07:45:49+00:00,INCIndia,"Watch LIVE : AICC Press Conference now
https://t.co/xB4T0ObQNm",watch live  aicc press conference now,watch live aicc press conference,0.13636363636363635
2014-04-22 06:58:51+00:00,INCIndia,"Watch Rahul Gandhi's interview on ETV Network Tonight at 9 PM 
#RGSpeaksToETV http://t.co/ZhZ0wI8vbO",watch rahul gandhis interview on etv network tonight at 9 pm,watch rahul gandhi interview etv network tonight 9 pm,0.0
2014-04-22 06:37:53+00:00,INCIndia,"Rahul Gandhi, Sachin Pilot and Jitendra Singh at a Road Show in Alwar, Rajasthan today #RGRoadShow http://t.co/yVmvjS160Y",rahul gandhi sachin pilot and jitendra singh at a road show in alwar rajasthan today,rahul gandhi sachin pilot jitendra singh road show alwar rajasthan today,0.0
2014-04-22 06:29:11+00:00,INCIndia,"Rahul Gandhi, Sachin Pilot and Jitendra Singh at a Jan Sampark in Alwar #RGRoadShow http://t.co/Gzl9PfuCba",Rahul Gandhi Sachin Pilot and Jitendra Singh know public contact in Alwar,Rahul Gandhi Sachin Pilot Jitendra Singh know public contact Alwar,0.0
2014-04-22 05:59:42+00:00,INCIndia,"कॉंग्रेस आणि राष्ट्रवादी कॉंग्रेस पार्टीचे अधिकृत उम्मीद्वारानला प्रचंड मतांनी विजयी करा.
#VoteCongress in Mumbai http://t.co/mzfYindzAN","Girs and Richards Girs Parch most likely to win the polls
 in mumbai",Girs Richards Girs Parch likely win poll mumbai,0.4
2014-04-22 05:40:43+00:00,INCIndia,"Mikhail, a taxi driver, understands the spirit of Mumbai .Watch this amazing video to know more. 
https://t.co/XlsjN1oulf 
#VoteCongress",mikhail a taxi driver understands the spirit of mumbai watch this amazing video to know more,mikhail taxi driver understands spirit mumbai watch amazing video know,0.6000000000000001
2014-04-21 16:08:28+00:00,INCIndia,"देखें- राहुल गांधी का साक्षात्कार ,कल 22 अप्रैल रात 9 बजे - ई टी वी नेटवर्क पर #RGSpeaksToETV http://t.co/yaIPBayjig",Watching Gadha's Interview tomorrow 22nd April at 9 PM ET on VNETWORK,Watching Gadha Interview tomorrow 22nd April 9 PM ET VNETWORK,0.0
2014-04-21 16:07:38+00:00,INCIndia,Watch #RahulGandhi's interview on ETV Network - April 22 (tomorrow) at 9 PM #RGSpeaksToETV http://t.co/EqmuhVfGNI,watch  interview on etv network  april 22 tomorrow at 9 pm,watch interview etv network april 22 tomorrow 9 pm,0.0
2014-04-21 16:00:24+00:00,INCIndia,"हमने रेहड़ी पटरी वालों को कानूनी तौर पर अधिकार दिया है : श्रीमती सोनिया गांधी 
#VoteCongress https://t.co/m6QTXnbHBm",We have done more on the right side of the footpath.,We done right side footpath ,0.2857142857142857
2014-04-21 12:56:39+00:00,INCIndia,"देखें- राहुल गांधी का साक्षात्कार ,कल 22 अप्रैल रात 9 बजे - ई टी वी नेटवर्क पर 
#RGSpeaksToETV http://t.co/KZF1HOHTaT",Watching Gadha's Interview tomorrow 22nd April at 9 PM ET on VNETWORK,Watching Gadha Interview tomorrow 22nd April 9 PM ET VNETWORK,0.0
2014-04-21 12:52:26+00:00,INCIndia,"Watch #RahulGandhi's interview on ETV Network - April 22 (tomorrow) at 9 PM 
#RGSpeaksToETV http://t.co/qwgkUZjnfC",watch  interview on etv network  april 22 tomorrow at 9 pm,watch interview etv network april 22 tomorrow 9 pm,0.0
2014-04-21 12:43:14+00:00,INCIndia,BJP blocked the Telangana bill in Parliament: #Rahul #Gandhi in Nizamabad (AP),bjp blocked the telangana bill in parliament   in nizamabad ap,bjp blocked telangana bill parliament nizamabad ap,0.0
2014-04-21 11:25:25+00:00,INCIndia,"किसकी इज़्ज़त करनी चाहिए ? https://t.co/NrFmia3cob
#VoteCongress",who should be respected,respected,0.0
2014-04-21 10:22:05+00:00,INCIndia,"10 साल का टैक्स हॉलिडे तेलंगाना को मिलेगा : राहुल गांधी 
http://t.co/HkouqDs5fN",10 silk ticks,10 silk tick,0.0
2014-04-21 10:20:42+00:00,INCIndia,हम आपसे वादा करते हैं हिंदुस्तान का सबसे बड़ा 4000 मेगा वाट का पावर प्लांट तेलंगाना में बनेगा : राहुल गांधी,India's biggest 4000 megawatt power plant is being built in Talgan,India biggest 4000 megawatt power plant built Talgan,0.0
2014-04-21 10:16:50+00:00,INCIndia,"TRS पार्टी झूठे वादे बहुत करती हैं,उन्होंने तेलंगाना में दलित मुख्य मंत्री की बात कही थी : राहुल गांधी http://t.co/BdfDzuCcwT",trs pert jhat vaad bahut hu unhan talgan me dalit mkhayam kabti kabta hai rahal ass,trs pert jhat vaad bahut hu unhan talgan dalit mkhayam kabti kabta hai rahal as,0.0
2014-04-21 10:12:50+00:00,INCIndia,Congress wants social justice in Telangana and throughout the country : #Rahul #Gandhi,congress wants social justice in telangana and throughout the country,congress want social justice telangana throughout country,0.03333333333333333
2014-04-21 10:10:36+00:00,INCIndia,"Congress party will fulfill the dreams of both the states (Telangana &amp; Seemandhra) :#Rahul #Gandhi in Andhra Pradesh 
http://t.co/HkouqDs5fN",congress party will fulfill the dreams of both the states telangana amp seemandhra   in andhra pradesh,congress party fulfill dream state telangana amp seemandhra andhra pradesh,0.0
2014-04-21 10:08:52+00:00,INCIndia,आपका 60 साल पुराना सपना 2 जून को पूरा होने वाला हैं - राहुल गांधी,You are 60 years old Sapna 2 jan han niwal hi rahal ass,You 60 year old Sapna 2 jan han niwal hi rahal as,0.1
2014-04-21 10:04:33+00:00,INCIndia,मुफ़्त दवा और इलाज का हमारा वादा है :श्रीमती सोनिया गांधी #VoteCongress https://t.co/3zRXZO9rF6,Our uniforms are free and fair ass.,Our uniform free fair as ,0.55
2014-04-21 09:40:19+00:00,INCIndia,"Live at http://t.co/HkouqDs5fN
#Rahul #Gandhi's Public Rally at Mahbubnagar, Andhra Pradesh 
https://t.co/8gAcTLJapA","live at 
  public rally at mahbubnagar andhra pradesh",live public rally mahbubnagar andhra pradesh,0.06818181818181818
2014-04-21 09:28:15+00:00,INCIndia,"Snapshots of Rahul Gandhi's rally in Mumbai, yesterday http://t.co/m8nrrtZkwU",snapshots of rahul gandhis rally in mumbai yesterday,snapshot rahul gandhi rally mumbai yesterday,0.0
2014-04-21 08:14:47+00:00,INCIndia,"'The Congress was born in #Mumbai, Its ideology is in the DNA of Mumbai'- #RahulGandhi 
Read:http://t.co/kIpCRGiRzu http://t.co/8uSOxmrwGX","the congress was born in  its ideology is in the dna of mumbai  
read",congress born ideology dna mumbai read,0.0
2014-04-21 07:48:57+00:00,INCIndia,"Watch LIVE : AICC Press Conference now
https://t.co/uK8hoMLEOa",watch live  aicc press conference now,watch live aicc press conference,0.13636363636363635
