Date,User,Tweet,newTweet,newTweet1,tokens
2014-02-03 10:12:05+00:00,arunjaitley,"Please read  my Article "" Is the Third Front Back?"". Here is the link: http://t.co/zVuRHyCa4M",Please read Article Third Front Back http co zVuRHyCa4M,Please read Article Third Front Back co zVuRHyCa4M,read article zvurhycam
2014-02-03 07:49:22+00:00,arunjaitley,Rubbish claims by AAP. AAP’s alternative Politics includes a fundamental right to falsehood and lies.,Rubbish claims AAP AAP alternative Politics includes fundamental right falsehood lies,Rubbish claims AAP AAP alternative Politics includes fundamental right falsehood lies,rubbish claim aap aap alternative politics include fundamental right falsehood lie
2014-02-02 12:21:27+00:00,arunjaitley,Raking up the communal issue is the last refuge of a desperate UPA  Chairperson faced with adversities of corruption taint &amp; failed economy.,Raking communal issue last refuge desperate UPA Chairperson faced adversities corruption taint failed economy,Raking communal issue last refuge desperate UPA Chairperson faced adversities corruption taint failed economy,rake communal issue refuge desperate upa chairperson face adversities corruption taint fail economy
2014-02-02 12:08:44+00:00,arunjaitley,"With the new leadership in Congress failing to inspire, Mrs. Gandhi’s desperation is understandable.",new leadership Congress failing inspire Mrs Gandhi desperation understandable,new leadership Congress failing inspire Mrs Gandhi desperation understandable,leadership congress fail inspire mrs gandhi desperation understandable
2014-02-02 11:47:28+00:00,arunjaitley,Mrs. Gandhi’s ‘poison cultivation’ remark is only intended to communally polarize an election otherwise focused on the development agenda .,Mrs Gandhi poison cultivation remark intended communally polarize election otherwise focused development agenda,Mrs Gandhi poison cultivation remark intended communally polarize election otherwise focused development agenda,mrs gandhi poison cultivation remark intend communally polarize election focus development agenda
2014-02-02 11:23:11+00:00,arunjaitley,Has the UPA which Sonia Gandhi heads subverted India into a kleptocracy?  Is the Government which she controls a filth machine?,UPA Sonia Gandhi heads subverted India kleptocracy Government controls filth machine,UPA Sonia Gandhi heads subverted India kleptocracy Government controls filth machine,upa sonia gandhi head subvert india kleptocracy government control filth machine
2014-02-02 11:09:55+00:00,arunjaitley,Mrs. Sonia Gandhi should  be worried about how her Government is perceived by people in India and outside? Is it a Govt. of gold diggers?,Mrs Sonia Gandhi worried Government perceived people India outside Govt gold diggers,Mrs Sonia Gandhi worried Government perceived people India outside Govt gold diggers,mrs sonia gandhi worry government perceive people india outside govt gold diggers
2014-02-02 10:31:06+00:00,arunjaitley,Even Italian middlemen in the VVIP Chopper deal perceived that important decisions in India were being influenced by Mrs.Sonia Gandhi.,Even Italian middlemen VVIP Chopper deal perceived important decisions India influenced Mrs Sonia Gandhi,Even Italian middlemen VVIP Chopper deal perceived important decisions India influenced Mrs Sonia Gandhi,italian middlemen vvip chopper deal perceive important decisions india influence mrs sonia gandh
2014-02-02 09:57:21+00:00,arunjaitley,"Martin Ardbo maintained the diary entries in abbreviation,the infamous “Q” is known to all. Same practice is followed in the Chopper deal.",Martin Ardbo maintained diary entries abbreviation infamous Q known practice followed Chopper deal,Martin Ardbo maintained diary entries abbreviation infamous Q known practice followed Chopper deal,martin ardbo maintain diary entries abbreviation infamous know practice follow chopper dea
2014-02-02 09:48:05+00:00,arunjaitley,"The Augusta Westland VVIP chopper deal appears to be a repeat of the Bofors scam-middlemen, diary entries, pay offs &amp; Italian connection.",Augusta Westland VVIP chopper deal appears repeat Bofors scam middlemen diary entries pay offs Italian connection,Augusta Westland VVIP chopper deal appears repeat Bofors scam middlemen diary entries pay offs Italian connection,augusta westland vvip chopper deal appear repeat bofors scam middlemen diary entries pay off italian connectio
2014-02-02 07:54:57+00:00,arunjaitley,"Please read  my Article ""Mrs. Sonia Gandhi’s failed attempt to polarize the Election"". Here is the link: http://t.co/e8BYSbLecl",Please read Article Mrs Sonia Gandhi failed attempt polarize Election http co e8BYSbLecl,Please read Article Mrs Sonia Gandhi failed attempt polarize Election co e8BYSbLecl,read article mrs sonia gandhi fail attempt polarize election ebysblec
2014-02-01 08:37:13+00:00,arunjaitley,"Please read  my Article "" The Congress and Telengana"". Here is the link: http://t.co/Bg9tfiaiJn",Please read Article Congress Telengana http co Bg9tfiaiJn,Please read Article Congress Telengana co Bg9tfiaiJn,read article congress telengana bgtfiaij
2014-01-31 13:08:21+00:00,arunjaitley,"The death of a North East student in NewDelhi after being beaten up is barbaric and condemnable. Such incidents do not help us as a Nation.""",death North East student NewDelhi beaten barbaric condemnable incidents help us Nation,death North East student NewDelhi beaten barbaric condemnable incidents help us Nation,death north east student newdelhi beat barbaric condemnable incidents help natio
2014-01-31 11:27:13+00:00,arunjaitley,"Please read  my Article "" Nervousness in the Congress"". Here is the link: http://t.co/m69rQ1KGSe",Please read Article Nervousness Congress http co m69rQ1KGSe,Please read Article Nervousness Congress co m69rQ1KGSe,read article nervousness congress mrqkgse
2014-01-30 11:48:36+00:00,arunjaitley,Please read my Letter to the PM dt. 30.1.14 on the appointment of Chairperson and Members of Lok Pal. Here's the link:http://t.co/Umegdjxydo,Please read Letter PM dt 30 1 14 appointment Chairperson Members Lok Pal http co Umegdjxydo,Please read Letter PM dt 30 1 14 appointment Chairperson Members Lok Pal co Umegdjxydo,read letter appointment chairperson members lok pal umegdjxydo
2014-01-30 07:49:05+00:00,arunjaitley,Martyr' Day Remembering The Father of the Nation http://t.co/ql3yBz59NS,Martyr Day Remembering Father Nation http co ql3yBz59NS,Martyr Day Remembering Father Nation co ql3yBz59NS,martyr day remember father nation qlybzns
2014-01-29 11:49:03+00:00,arunjaitley,"Please read "" RESPONSE TO A.G.NOORANI by Dr JITENDRA SINGH(Spokesperson BJP J&amp;K)"". Here is the link: http://t.co/AlYxWzWe8E",Please read RESPONSE G NOORANI Dr JITENDRA SINGH Spokesperson BJP J K http co AlYxWzWe8E,Please read RESPONSE G NOORANI Dr JITENDRA SINGH Spokesperson BJP J K co AlYxWzWe8E,read response noorani jitendra singh spokesperson bjp alyxwzwee
2014-01-29 09:33:09+00:00,arunjaitley,"Please read  my Article "" Should a Successful Chief Minister be an Economist?"" Here is the link: http://t.co/urvNQ9VzW5",Please read Article Successful Chief Minister Economist http co urvNQ9VzW5,Please read Article Successful Chief Minister Economist co urvNQ9VzW5,read article successful chief minister economist urvnqvzw
2014-01-28 09:16:01+00:00,arunjaitley,Supreme Court Establishment Day http://t.co/HnmoDAJsO3,Supreme Court Establishment Day http co HnmoDAJsO3,Supreme Court Establishment Day co HnmoDAJsO3,supreme court establishment day hnmodajso
2014-01-28 07:38:07+00:00,arunjaitley,Please watch my speech at Vasant Utsav Function 2014: http://t.co/RYhRRT47q9,Please speech Vasant Utsav Function 2014 http co RYhRRT47q9,Please speech Vasant Utsav Function 2014 co RYhRRT47q9,speech vasant utsav function ryhrrtq
2014-01-28 07:08:22+00:00,arunjaitley,"Please read  my Article ""The Rahul Gandhi Interview "". Here is the link: http://t.co/FWkTuOgQNc",Please read Article Rahul Gandhi Interview http co FWkTuOgQNc,Please read Article Rahul Gandhi Interview co FWkTuOgQNc,read article rahul gandhi interview fwktuogqnc
2014-01-27 09:28:31+00:00,arunjaitley,"Please read my Article ""The Congress Party’s Media “Blitz”"".Here is the link: http://t.co/tPwedMMYXg",Please read Article Congress Party Media Blitz http co tPwedMMYXg,Please read Article Congress Party Media Blitz co tPwedMMYXg,read article congress party media blitz tpwedmmyxg
2014-01-26 03:57:30+00:00,arunjaitley,Happy Republic Day http://t.co/aiHDbnKR29,Happy Republic Day http co aiHDbnKR29,Happy Republic Day co aiHDbnKR29,happy republic day aihdbnkr
2014-01-26 03:47:29+00:00,arunjaitley,"Please read  my Article ""Thoughts on Republic Day"". Here is the link: http://t.co/AOGHHRDFV1",Please read Article Thoughts Republic Day http co AOGHHRDFV1,Please read Article Thoughts Republic Day co AOGHHRDFV1,read article thoughts republic day aoghhrdfv
2014-01-25 13:03:05+00:00,arunjaitley,"Please read  my Article ""The Right to Protest "".Here is the link: http://t.co/GN9OHmgnVf",Please read Article Right Protest http co GN9OHmgnVf,Please read Article Right Protest co GN9OHmgnVf,read article right protest gnohmgnvf
2014-01-25 05:53:47+00:00,arunjaitley,Watch my speech at Centre for Holistic Advancement and upliftment Of the Poor Landless(CHAUPAL):  http://t.co/C7j4Yq3JDM,speech Centre Holistic Advancement upliftment Poor Landless CHAUPAL http co C7j4Yq3JDM,speech Centre Holistic Advancement upliftment Poor Landless CHAUPAL co C7j4Yq3JDM,speech centre holistic advancement upliftment poor landless chaupal cjyqjdm
2014-01-24 10:05:43+00:00,arunjaitley,"Please read  my Article "" What do these Opinion Polls Indicate "". Here is the link: http://t.co/L1GRv8eH0A",Please read Article Opinion Polls Indicate http co L1GRv8eH0A,Please read Article Opinion Polls Indicate co L1GRv8eH0A,read article opinion poll indicate lgrveha
2014-01-23 15:29:40+00:00,arunjaitley,Remembering Shri Balasaheb Thackeray on his 88th birth anniversary http://t.co/BKnChzS3YJ,Remembering Shri Balasaheb Thackeray 88th birth anniversary http co BKnChzS3YJ,Remembering Shri Balasaheb Thackeray 88th birth anniversary co BKnChzS3YJ,remember shri balasaheb thackeray birth anniversary bknchzsyj
2014-01-23 11:01:22+00:00,arunjaitley,"Please watch my speech on ""ARTICLE 370"" today, at India International
Centre. Here is the link: http://t.co/cQEEbyQD4y",Please speech ARTICLE 370 today India International Centre http co cQEEbyQD4y,Please speech ARTICLE 370 today India International Centre co cQEEbyQD4y,speech article today india international centre cqeebyqdy
2014-01-23 10:02:54+00:00,arunjaitley,"Please read  my Article ""Nothing to Sell and Nothing to Show "".Here is the link:"" http://t.co/qDYgzz2Whv",Please read Article Nothing Sell Nothing Show http co qDYgzz2Whv,Please read Article Nothing Sell Nothing Show co qDYgzz2Whv,read article sell qdygzzwhv
2014-01-23 07:15:17+00:00,arunjaitley,Remembering Netaji Subhash Chandra Bose on his 117th birth anniversary http://t.co/sOCxykS36z,Remembering Netaji Subhash Chandra Bose 117th birth anniversary http co sOCxykS36z,Remembering Netaji Subhash Chandra Bose 117th birth anniversary co sOCxykS36z,remember netaji subhash chandra bose birth anniversary socxyksz
2014-01-22 10:19:53+00:00,arunjaitley,"Please read my Article""The Impact of a Failed Congress,an anarchic AAP and a Non-Existent Third Front""Here's the link:http://t.co/NL34ac9plr",Please read Article Impact Failed Congress anarchic AAP Non Existent Third Front http co NL34ac9plr,Please read Article Impact Failed Congress anarchic AAP Non Existent Third Front co NL34ac9plr,read article impact fail congress anarchic aap non existent nlacplr
2014-01-21 16:01:07+00:00,arunjaitley,Sushil Kumar Shinde may have saved the Republic Day but he has weakened the Republic.,Sushil Kumar Shinde may saved Republic Day weakened Republic,Sushil Kumar Shinde may saved Republic Day weakened Republic,sushil kumar shinde save republic day weaken republic
2014-01-21 13:03:14+00:00,arunjaitley,Only an anarchist unaware of the sacrifices made by the freedom fighters can undermine Dr. Ambedkar ’s Constitution and the Republic Day.,anarchist unaware sacrifices made freedom fighters undermine Dr Ambedkar Constitution Republic Day,anarchist unaware sacrifices made freedom fighters undermine Dr Ambedkar Constitution Republic Day,anarchist unaware sacrifice freedom fighters undermine ambedkar constitution republic day
2014-01-21 09:12:25+00:00,arunjaitley,"Please read  my Article ""STABILITY VS. ANARCHY"". Here is the link: http://t.co/2qjCkr224h",Please read Article STABILITY VS ANARCHY http co 2qjCkr224h,Please read Article STABILITY VS ANARCHY co 2qjCkr224h,read article stability anarchy qjckrh
2014-01-20 14:03:42+00:00,arunjaitley,Can the AAP be trusted with making DELHI a global city?,AAP trusted making DELHI global city,AAP trusted making DELHI global city,aap trust make delhi global city
2014-01-20 13:59:12+00:00,arunjaitley,From gimmickry and populism AAP has moved to the next level --Anarchy.,gimmickry populism AAP moved next level Anarchy,gimmickry populism AAP moved next level Anarchy,gimmickry populism aap move level anarchy
2014-01-20 13:54:29+00:00,arunjaitley,DELHI is paying the price for the Congress Party’s misjudgment in supporting AAP.,DELHI paying price Congress Party misjudgment supporting AAP,DELHI paying price Congress Party misjudgment supporting AAP,delhi pay price congress party misjudgment support aap
2014-01-20 13:34:48+00:00,arunjaitley,DELHI  deserves a government and not Anarchy.,DELHI deserves government Anarchy,DELHI deserves government Anarchy,delhi deserve government anarchy
2014-01-20 13:09:16+00:00,arunjaitley,"Please read  my Article "" Who is Appointing the Lokpal "". Here is the link: http://t.co/OUN0dbco0O",Please read Article Appointing Lokpal http co OUN0dbco0O,Please read Article Appointing Lokpal co OUN0dbco0O,read article appoint lokpal oundbcoo
2014-01-20 12:23:26+00:00,arunjaitley,Did the AAP  form a government to wreck the system from within?,AAP form government wreck system within,AAP form government wreck system within,aap form government wreck
2014-01-19 11:15:38+00:00,arunjaitley,"Please watch my speech on ""Simplification of Tax in India"" at FICCI Auditorium. http://t.co/gkfaTrOaI1",Please speech Simplification Tax India FICCI Auditorium http co gkfaTrOaI1,Please speech Simplification Tax India FICCI Auditorium co gkfaTrOaI1,speech simplification tax india ficci auditorium gkfatroai
2014-01-18 14:00:35+00:00,arunjaitley,Please read  points made by me while moving  the Economic Resolution at the #BJPNCMeet . Here is the link: http://t.co/79zFSI0FOD,Please read points made moving Economic Resolution BJPNCMeet http co 79zFSI0FOD,Please read points made moving Economic Resolution BJPNCMeet co 79zFSI0FOD,read point move economic resolution bjpncmeet zfsifod
2014-01-18 09:31:09+00:00,arunjaitley,"Please watch my speech at National Council Meet, Ramlila Maidan at 3:00pm today. Here is the link: http://t.co/y9O10C1icR",Please speech National Council Meet Ramlila Maidan 3 00pm today http co y9O10C1icR,Please speech National Council Meet Ramlila Maidan 3 00pm today co y9O10C1icR,speech national council meet ramlila maidan today yocicr
2014-01-17 13:23:55+00:00,arunjaitley,Delhi Police ACP has stood by law and not meekly followed diktats of his Minister-the only redeeming feature in this unseemly episode.,Delhi Police ACP stood law meekly followed diktats Minister redeeming feature unseemly episode,Delhi Police ACP stood law meekly followed diktats Minister redeeming feature unseemly episode,delhi police acp stand law meekly follow diktats minister redeem feature unseemly episode
2014-01-17 13:14:29+00:00,arunjaitley,Supreme Court of India has affirmed this principle of Lord Denning in the Vineet Narain case.,Supreme Court India affirmed principle Lord Denning Vineet Narain case,Supreme Court India affirmed principle Lord Denning Vineet Narain case,supreme court india affirm principle lord denning vineet narain case
2014-01-17 13:12:48+00:00,arunjaitley,"Lord Denning further stated that he is not servant to anyone, save of the law itself.  He is answerable to the law and to the law alone.",Lord Denning stated servant anyone save law answerable law law alone,Lord Denning stated servant anyone save law answerable law law alone,lord denning state servant save law answerable law law
2014-01-17 13:08:00+00:00,arunjaitley,Lord Denning  held that a police officer is independent of the executive. He is not subject to the orders of the Secretary of State.,Lord Denning held police officer independent executive subject orders Secretary State,Lord Denning held police officer independent executive subject orders Secretary State,lord denning hold police officer independent executive subject order secretary state
2014-01-17 13:01:41+00:00,arunjaitley,"A police officer performs functions under law. While exercising his lawful powers, he is certainly not subject to any Ministerial direction.",police officer performs functions law exercising lawful powers certainly subject Ministerial direction,police officer performs functions law exercising lawful powers certainly subject Ministerial direction,police officer perform function law exercise lawful power certainly subject ministerial directio
2014-01-17 12:53:14+00:00,arunjaitley,"ACP Shri B.S. Jakhar, who defied the minister but stood by the law has earned our respects. We must all salute ACP Jakhar.",ACP Shri B Jakhar defied minister stood law earned respects must salute ACP Jakhar,ACP Shri B Jakhar defied minister stood law earned respects must salute ACP Jakhar,acp shri jakhar defy minister stand law earn respect salute acp jakhar
2014-01-17 12:47:45+00:00,arunjaitley,The PM has put up a brave front- that victory in 2014 will be Rahul Gandhi’s. Will the defeat also be debited to his account? I doubt.,PM put brave front victory 2014 Rahul Gandhi defeat also debited account doubt,PM put brave front victory 2014 Rahul Gandhi defeat also debited account doubt,brave victory rahul gandhi defeat debit account doubt
2014-01-17 12:27:23+00:00,arunjaitley,Congress  is nervous- Why risk puncturing its only card in an adverse political environment by declaring Rahul Gandhi as its PM Candidate.,Congress nervous risk puncturing card adverse political environment declaring Rahul Gandhi PM Candidate,Congress nervous risk puncturing card adverse political environment declaring Rahul Gandhi PM Candidate,congress nervous risk puncture card adverse political environment declare rahul gandhi candidate
2014-01-17 12:08:03+00:00,arunjaitley,"Its the prospect of defeat staring in the face, which is responsible for the reluctance to announce Rahul Gandhi as PM  candidate in 2014.",prospect defeat staring face responsible reluctance announce Rahul Gandhi PM candidate 2014,prospect defeat staring face responsible reluctance announce Rahul Gandhi PM candidate 2014,prospect defeat star face responsible reluctance announce rahul gandhi candidate
2014-01-17 11:50:38+00:00,arunjaitley,Obviously Ruling Party MPs elect the PM.But is the concept of a shadow PM or a shadow Minister contrary to democracy.,Obviously Ruling Party MPs elect PM concept shadow PM shadow Minister contrary democracy,Obviously Ruling Party MPs elect PM concept shadow PM shadow Minister contrary democracy,obviously rule party mps elect concept shadow shadow minister contrary democracy
2014-01-17 11:35:52+00:00,arunjaitley,"In 25 years, a Gandhi has not been the PM of this country. India, indeed, is changing. The Gandhis can control a party but not the nation",25 years Gandhi PM country India indeed changing Gandhis control party nation,25 years Gandhi PM country India indeed changing Gandhis control party nation,years gandhi country india change gandhis control party natio
2014-01-17 11:14:35+00:00,arunjaitley,"Please read my article "" Should a minister man the police?."" Here is the link: http://t.co/ZtGpmuaVFv",Please read article minister man police http co ZtGpmuaVFv,Please read article minister man police co ZtGpmuaVFv,read article minister man police ztgpmuavfv
2014-01-17 10:07:18+00:00,arunjaitley,"Please read my article ""Congress develops Cold Feet on Rahul."" Here is the link: http://t.co/Fnp2U1DsCO",Please read article Congress develops Cold Feet Rahul http co Fnp2U1DsCO,Please read article Congress develops Cold Feet Rahul co Fnp2U1DsCO,read article congress develop cold feet rahul fnpudsco
2014-01-17 08:55:23+00:00,arunjaitley,The strength of Indian democracy will be proved when a former tea vendor defeats a Dynasty representative. Let this be the battle of 2014.,strength Indian democracy proved former tea vendor defeats Dynasty representative Let battle 2014,strength Indian democracy proved former tea vendor defeats Dynasty representative Let battle 2014,strength indian democracy prove tea vendor defeat dynasty representative let battle
2014-01-16 11:40:21+00:00,arunjaitley,"Please read my article ""The AAP’s alternative politics falters."" Here is the link: http://t.co/8eYh4nzrxV",Please read article AAP alternative politics falters http co 8eYh4nzrxV,Please read article AAP alternative politics falters co 8eYh4nzrxV,read article aap alternative politics falter eyhnzrxv
2014-01-15 15:06:26+00:00,arunjaitley,http://t.co/8XZuzpVith,http co 8XZuzpVith,co 8XZuzpVith,xzuzpvith
2014-01-15 08:16:34+00:00,arunjaitley,"Please read my article "" Rahul Gandhi gets his Principle Right-Facts Wrong"". Here is the link: http://t.co/S3ffrSdCFl",Please read article Rahul Gandhi gets Principle Right Facts Wrong http co S3ffrSdCFl,Please read article Rahul Gandhi gets Principle Right Facts Wrong co S3ffrSdCFl,read article rahul gandhi get principle right facts wrong sffrsdcf
2014-01-15 07:00:02+00:00,arunjaitley,http://t.co/z4UGQP2k0q,http co z4UGQP2k0q,co z4UGQP2k0q,zugqpkq
2014-01-15 06:59:48+00:00,arunjaitley,http://t.co/qrxoPDM6q3,http co qrxoPDM6q3,co qrxoPDM6q3,qrxopdmq
2014-01-15 06:39:03+00:00,arunjaitley,http://t.co/90Z9KxhCvJ,http co 90Z9KxhCvJ,co 90Z9KxhCvJ,zkxhcvj
2014-01-14 10:41:41+00:00,arunjaitley,"Please read my article ""The British Government and  ‘Operation Blue Star’"". Here is the link:  http://t.co/Q0huqUz9lA",Please read article British Government Operation Blue Star http co Q0huqUz9lA,Please read article British Government Operation Blue Star co Q0huqUz9lA,read article british government operation blue star qhuquzla
2014-01-13 13:31:24+00:00,arunjaitley,http://t.co/8UeIUpqdNO,http co 8UeIUpqdNO,co 8UeIUpqdNO,ueiupqdno
2014-01-13 13:23:39+00:00,arunjaitley,A dynastic party will sink or swim with the dynasty.,dynastic party sink swim dynasty,dynastic party sink swim dynasty,dynastic party sink swim dynasty
2014-01-13 13:12:08+00:00,arunjaitley,A structured party with a galaxy of leadership and a defined ideology still survives even in adversity.,structured party galaxy leadership defined ideology still survives even adversity,structured party galaxy leadership defined ideology still survives even adversity,structure party galaxy leadership define ideology survive adversity
2014-01-13 13:01:17+00:00,arunjaitley,Strength  of dynastic parties is co-existent &amp;  co-terminus with the potential of the generation of dynasty controlling the party.,Strength dynastic parties co existent co terminus potential generation dynasty controlling party,Strength dynastic parties co existent co terminus potential generation dynasty controlling party,strength dynastic party existent terminus potential generation dynasty control party
2014-01-13 12:51:48+00:00,arunjaitley,BJP’s lowest point was in 1984 with  2 seats in LS. We did not lose heart. We did not wait for a day before deciding to fight back.,BJP lowest point 1984 2 seats LS lose heart wait day deciding fight back,BJP lowest point 1984 2 seats LS lose heart wait day deciding fight back,bjp lowest point seat lose heart wait day decide fight bac
2014-01-13 12:41:06+00:00,arunjaitley,Privately Ministers refer to the nonpolitical approach of the PMO and the others maintain a position-“the boy doesn’t listen to anybody”.,Privately Ministers refer nonpolitical approach PMO others maintain position boy listen anybody,Privately Ministers refer nonpolitical approach PMO others maintain position boy listen anybody,privately minister refer nonpolitical approach pmo maintain position boy listen anybody
2014-01-13 12:25:19+00:00,arunjaitley,The complete collapse  of the Congress to fight back in adversity is astonishing. Resilience  after all is an essential aspect of politics.,complete collapse Congress fight back adversity astonishing Resilience essential aspect politics,complete collapse Congress fight back adversity astonishing Resilience essential aspect politics,complete collapse congress fight adversity astonish resilience essential aspect politics
2014-01-13 11:54:01+00:00,arunjaitley,The very thought of life after May 2014 is giving jitters to many Congress Ministers. Disillusionment is writ large in their attitude.,thought life May 2014 giving jitters many Congress Ministers Disillusionment writ large attitude,thought life May 2014 giving jitters many Congress Ministers Disillusionment writ large attitude,think life give jitters congress minister disillusionment writ large attitude
2014-01-13 09:16:08+00:00,arunjaitley,"Please read my article ""Why is the Congress so demoralized"". Here is the link http://t.co/qKyrtoBFKB",Please read article Congress demoralized http co qKyrtoBFKB,Please read article Congress demoralized co qKyrtoBFKB,read article congress demoralize qkyrtobfkb
2014-01-12 15:52:55+00:00,arunjaitley,"I am reproducing my post of 23rd December 2013 ""Thoughts on Ministry of Environment &amp; Forests"". Here is the link: http://t.co/Hos0gk6QDr",reproducing post 23rd December 2013 Thoughts Ministry Environment Forests http co Hos0gk6QDr,reproducing post 23rd December 2013 Thoughts Ministry Environment Forests co Hos0gk6QDr,reproduce post december thoughts ministry environment forest hosgkqdr
2014-01-12 07:46:31+00:00,arunjaitley,"Please read my article ""Governance: It’s serious Business"". Here is the link: http://t.co/VrTcPEb1IT",Please read article Governance serious Business http co VrTcPEb1IT,Please read article Governance serious Business co VrTcPEb1IT,read article governance business vrtcpebit
2014-01-11 08:18:05+00:00,arunjaitley,"Please read my article "" Why discriminate on basis of Religion"". Here is the link: http://t.co/WX2E4XpwTl",Please read article discriminate basis Religion http co WX2E4XpwTl,Please read article discriminate basis Religion co WX2E4XpwTl,read article discriminate basis religion wxexpwt
2014-01-10 13:53:39+00:00,arunjaitley,"The ‘Modi for PM’ campaign  has to be blended with the ‘agenda for India’-an agenda that is specific, clear and comprises of big ideas.",Modi PM campaign blended agenda India agenda specific clear comprises big ideas,Modi PM campaign blended agenda India agenda specific clear comprises big ideas,modi campaign blend agenda india agenda specific clear comprise big ideas
2014-01-10 13:22:32+00:00,arunjaitley,The Congress is being squeezed out of the contest for the next LS polls while Modi for PM is miles ahead in his national acceptability.,Congress squeezed contest next LS polls Modi PM miles ahead national acceptability,Congress squeezed contest next LS polls Modi PM miles ahead national acceptability,congress squeeze contest poll modi miles ahead national acceptability
2014-01-10 12:01:06+00:00,arunjaitley,"Please read my article "" The Country now awaits the BJP’s Big Idea for Governance"" . Here is the link: http://t.co/rtjpAWDxj0",Please read article Country awaits BJP Big Idea Governance http co rtjpAWDxj0,Please read article Country awaits BJP Big Idea Governance co rtjpAWDxj0,read article country await bjp big idea governance rtjpawdxj
2014-01-10 11:58:41+00:00,arunjaitley,Round tripping by HP Chief Minister’s family members - Read today’s Indian Express. Here is the link: http://t.co/qNPxJiBGKY,Round tripping HP Chief Minister family members Read today Indian Express http co qNPxJiBGKY,Round tripping HP Chief Minister family members Read today Indian Express co qNPxJiBGKY,round trip chief minister family members read today indian express qnpxjibgky
2014-01-09 14:16:51+00:00,arunjaitley,The PM could have changed the Org. Committee of CWG after receiving several reports of its wrong doings but he failed to assert himself.,PM could changed Org Committee CWG receiving several reports wrong doings failed assert,PM could changed Org Committee CWG receiving several reports wrong doings failed assert,change org committee cwg receive report wrong do fail assert
2014-01-09 14:03:58+00:00,arunjaitley,PM knew that the goal post had been shifted to favour a few in 2G spectrum allocation but lacked the courage to stop &amp; scrap it altogether.,PM knew goal post shifted favour 2G spectrum allocation lacked courage stop scrap altogether,PM knew goal post shifted favour 2G spectrum allocation lacked courage stop scrap altogether,know goal post shift favour spectrum allocation lack courage stop scrap altogether
2014-01-09 13:50:10+00:00,arunjaitley,PM’s failure to assert his authority is writ large in the 2G Scam and the CWG scam.,PM failure assert authority writ large 2G Scam CWG scam,PM failure assert authority writ large 2G Scam CWG scam,failure assert authority writ large scam cwg scam
2014-01-09 13:25:39+00:00,arunjaitley,"If in ‘06 &amp; ‘07, the PM as Coal Minister had followed his 2004 decision of the auction route, the coal scam would not have taken place.",06 07 PM Coal Minister followed 2004 decision auction route coal scam would taken place,06 07 PM Coal Minister followed 2004 decision auction route coal scam would taken place,coal minister follow decision auction route coal scam take place
2014-01-09 13:12:20+00:00,arunjaitley,AG’s admission in the SC that the coal block allocation could have been done in a better manner shows the PM failed to assert himself.,AG admission SC coal block allocation could done better manner shows PM failed assert,AG admission SC coal block allocation could done better manner shows PM failed assert,admission coal block allocation better manner show fail assert
2014-01-09 12:24:53+00:00,arunjaitley,"Please read my article "" The Dubious Coal Block Allocation should be Scrapped. Here is the link: http://t.co/vo7Pj4Z9Cj",Please read article Dubious Coal Block Allocation Scrapped http co vo7Pj4Z9Cj,Please read article Dubious Coal Block Allocation Scrapped co vo7Pj4Z9Cj,read article dubious coal block allocation scrap vopjzcj
2014-01-08 10:32:00+00:00,arunjaitley,"Please read my article ""Concerns over Bangladesh"". Here is the link: http://t.co/Dm3atSFvdP",Please read article Concerns Bangladesh http co Dm3atSFvdP,Please read article Concerns Bangladesh co Dm3atSFvdP,read article concern bangladesh dmatsfvdp
2014-01-08 09:17:30+00:00,arunjaitley,Pl. read the ans. to the ques. which I could respond to during my first Twitter Chat session #AskJaitley on 5.1.2014. http://t.co/fNSW0fnRgd,Pl read ans ques could respond first Twitter Chat session AskJaitley 5 1 2014 http co fNSW0fnRgd,Pl read ans ques could respond first Twitter Chat session AskJaitley 5 1 2014 co fNSW0fnRgd,read ans ques respond twitter chat session askjaitley fnswfnrgd
2014-01-08 03:51:38+00:00,arunjaitley,Please watch my speech from the Release Event of 'Modinama' that took place on 04.01.2014 in Pune. Here is the link: http://t.co/fZccgZavRU,Please speech Release Event Modinama took place 04 01 2014 Pune http co fZccgZavRU,Please speech Release Event Modinama took place 04 01 2014 Pune co fZccgZavRU,speech release event modinama take place pune fzccgzavru
2014-01-07 09:59:31+00:00,arunjaitley,"Please read my article ""Truth vs. Falsehood – The story of Gujarat 2002 Riots”. Here is the link: http://t.co/AhixlYEqxT",Please read article Truth vs Falsehood story Gujarat 2002 Riots http co AhixlYEqxT,Please read article Truth vs Falsehood story Gujarat 2002 Riots co AhixlYEqxT,read article truth falsehood story gujarat riot ahixlyeqxt
2014-01-07 07:36:29+00:00,arunjaitley,Greeting you on a very auspicious occasion of Guru Gobind Singh Ji's Prakash Parv. http://t.co/sghMHKgVtl,Greeting auspicious occasion Guru Gobind Singh Ji Prakash Parv http co sghMHKgVtl,Greeting auspicious occasion Guru Gobind Singh Ji Prakash Parv co sghMHKgVtl,greet auspicious occasion guru gobind singh prakash parv sghmhkgvt
